Tweet,Target 1,Stance 1,Dataset,domain
I'm proud to announce I support #HillaryClinton!!!! #SemST,Hillary Clinton,FAVOR,semeval,politics
@HillaryClinton literally the greatest video I have ever seen. #SemST,Hillary Clinton,FAVOR,semeval,politics
@ChelseaClinton's mom has got it going on! #POTUS #ChelseasMom #SemST,Hillary Clinton,FAVOR,semeval,politics
@HillaryClinton Awesome video! Vote for Chelsea's mom. #SemST,Hillary Clinton,FAVOR,semeval,politics
I really need my new @HillaryClinton shirt to come in. Meeting some people at the brewery same night as a Bernie meetup there. #SemST,Hillary Clinton,FAVOR,semeval,politics
RT @mcirelli92: Hillary for the win #SemST,Hillary Clinton,FAVOR,semeval,politics
My vote is definitely for Hillary. I don't want Bush's dumb ass. Don't want Trump either. #HillaryClinton #SemST,Hillary Clinton,FAVOR,semeval,politics
@tedcruz won't be there. I'm supporting @HillaryClinton for President. #lgbtrights #ACAWorks #SemST,Hillary Clinton,FAVOR,semeval,politics
@vacanti @samglover Maybe a woman should be President. #SemST,Hillary Clinton,FAVOR,semeval,politics
Thank you @HillaryClinton for your support of the LGBT community. On this historic day I thank you for giving us hope. #SemST,Hillary Clinton,FAVOR,semeval,politics
"A Black President,Healthcare 4 all, Marriage Equality...what's next?..a Woman President?!Damn RIGHT! #SCOTUS #MarriageEquality #SemST",Hillary Clinton,FAVOR,semeval,politics
Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough #SemST,Hillary Clinton,FAVOR,semeval,politics
Great that @HillaryClinton attended #ClementaPinckney 's funeral today!! #SemST,Hillary Clinton,FAVOR,semeval,politics
#LoveWins on the day I get my Hillary gear! #Yaaas #Pride #SemST,Hillary Clinton,FAVOR,semeval,politics
"Let's make Secretary Clinton, President Clinton - @AGMarkHerring @vademocrats #SemST",Hillary Clinton,FAVOR,semeval,politics
"Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ #SemST",Hillary Clinton,FAVOR,semeval,politics
My mom just told me she and my aunt want to volunteer on @HillaryClinton's campaign! I support it! #SemST,Hillary Clinton,FAVOR,semeval,politics
Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary #SemST,Hillary Clinton,FAVOR,semeval,politics
#HillaryClinton We've all been waiting for your rainbow-striped pantsuit #fashionista #LoveWins #SemST,Hillary Clinton,FAVOR,semeval,politics
My dad told me he's voting for Hillary. I'm so proud. LOL #SemST,Hillary Clinton,FAVOR,semeval,politics
If I ever meet Hillary Clinton I will have died and then come back to life b/c I will be so happy #idol #SemST,Hillary Clinton,FAVOR,semeval,politics
"@ARForHillary @HillaryClinton @HillaryIn2016 So proud of you! Soon, we will show who we really are. Keep up the good work! #SemST",Hillary Clinton,FAVOR,semeval,politics
"96 commit cards collected for Hillary in Greenville, SC so far! #FellowsSC #SemST",Hillary Clinton,FAVOR,semeval,politics
"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3 #SemST",Hillary Clinton,FAVOR,semeval,politics
Madam President Clinton; you have all the gays vote. #jarrid #SemST,Hillary Clinton,FAVOR,semeval,politics
Thanks @Chefs4Hillary for amazing noms for canvassing #FITN #SemST,Hillary Clinton,FAVOR,semeval,politics
"I need @JamesCarville & @HillaryClinton to stop emailing me. I love you, but I need my space. #stillvotingforyou #SemST",Hillary Clinton,FAVOR,semeval,politics
@lbush34 @HillaryClinton just defending my girl Hillary! #SemST,Hillary Clinton,FAVOR,semeval,politics
The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue #SemST,Hillary Clinton,FAVOR,semeval,politics
Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face. #SemST,Hillary Clinton,FAVOR,semeval,politics
& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people #Vote #SemST,Hillary Clinton,FAVOR,semeval,politics
Can't wait to get my #YaaasHillary shirt! @HillaryClinton #SemST,Hillary Clinton,FAVOR,semeval,politics
@realDonaldTrump @WhoopiGoldberg @Univision #VoteForHillary @HillaryClinton isn't racist. A leader who demands #EqualityForAll #SemST,Hillary Clinton,FAVOR,semeval,politics
"Bernie or Hillary? Prefer Bernie but Hillary fine. Either way, Dems gotta stand together in 2016. #FeeltheBern #SemST",Hillary Clinton,FAVOR,semeval,politics
@17leete17 hahaha. He is some kind of special.. this is why Hillary's going to win! Hahaha. #SemST,Hillary Clinton,FAVOR,semeval,politics
Don't you someday want to see a well qualified candidate by the president of the United States? #ReflectingHillary #SemST,Hillary Clinton,FAVOR,semeval,politics
"It's Monday night,do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join!HillaryforSC #SemST",Hillary Clinton,FAVOR,semeval,politics
Casually hangin' with @HillaryClinton on a conference call while taking a break at #ACUHOI. #SemST,Hillary Clinton,FAVOR,semeval,politics
Gwen being a good leader and training a new volunteer in rock hill.! #FellowsSC #HillaryForSC #SemST,Hillary Clinton,FAVOR,semeval,politics
@HillaryClinton Yes I can and will. #SemST,Hillary Clinton,FAVOR,semeval,politics
@HillaryClinton Yes! I am chipping in 5$ because we have faith in you. #SemST,Hillary Clinton,FAVOR,semeval,politics
"Apparently, @BernieSanders fans don't like to see Hillary's name even implied. #SheWhoShallNotBeNamedBecauseShesWinning #SemST",Hillary Clinton,FAVOR,semeval,politics
Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters! #SemST,Hillary Clinton,FAVOR,semeval,politics
"Gay Rights are Human Rights, and Human Rights are #GayRights - @HillaryClinton #HillaryForAmerica #SemST",Hillary Clinton,FAVOR,semeval,politics
I think it's funny people think Bernie can take on Hillary and Bill #SemST,Hillary Clinton,FAVOR,semeval,politics
As much as @BernieSanders's poll numbers have jumped I still have Hillary winning the Dem. nomination. #SemST,Hillary Clinton,FAVOR,semeval,politics
EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION. #SemST,Hillary Clinton,FAVOR,semeval,politics
Was asked by @HillaryClinton to help with her campaign. Gladly (excitedly) accepted! #SemST,Hillary Clinton,FAVOR,semeval,politics
"@HillaryforIA come on, Iowa! For better USA and the ROW #SemST",Hillary Clinton,FAVOR,semeval,politics
@AnitaFinlay @politico Hillary's doing the right thing -- staying focus on her campaign. #SemST,Hillary Clinton,FAVOR,semeval,politics
Another #Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus. #SemST,Hillary Clinton,FAVOR,semeval,politics
So excited to hear @HillaryClinton speak here at @dartmouth in #Hanover #HillaryinNH @HillaryforNH #SemST,Hillary Clinton,FAVOR,semeval,politics
Volunteer with your local campaign this weekend! Help build Team Hillary - march w/ us in Bethesda! @AdamParkhomenko #MD #SemST,Hillary Clinton,FAVOR,semeval,politics
Fabulous @HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. #HillaryInNH #SemST,Hillary Clinton,FAVOR,semeval,politics
@PortiaABoulger Thank you for adding me to your list,Hillary Clinton,NONE,semeval,politics
"Respect FOR the law and respect BY the law Yes, needed desperately. #BaltimoreRiots",Hillary Clinton,NONE,semeval,politics
@CiaraAntaya cuz you know I'm such a feminist,Hillary Clinton,NONE,semeval,politics
@lindasuhler : My name is Rebecca and my grandmother immigrated to Sunnybrook Farm. @twitchyteam,Hillary Clinton,NONE,semeval,politics
"March 8, 2016 Ohio is holding our Primaries! The date is subject to change. #Ohio #OurChampion",Hillary Clinton,NONE,semeval,politics
"@NaughtyBeyotch @TheRealMadman23 Don't care for #Fiorina, but it seems she taking the #sexist gut punches by the #media. #MSM",Hillary Clinton,NONE,semeval,politics
"@josephbenning I agree, these are better than what you had before, like a severe cold is better than pneumonia. Good luck.",Hillary Clinton,NONE,semeval,politics
I'm #ThatChampion who got kicked off the #Watergate team due to misconduct. #tcot,Hillary Clinton,NONE,semeval,politics
Probably not perfect for everyone--which I think is great. But this is the beginning of a conversation.,Hillary Clinton,NONE,semeval,politics
"@dnewhauser take that, Marco Rubio. @GOP cannot pander to the Latino vote while pushing policies that hurt the community most. #SemST",Hillary Clinton,NONE,semeval,politics
Bill Clinton just wants to be the first dude to be President and bang one. #SemST,Hillary Clinton,NONE,semeval,politics
"I've made my decision, to the shock of no one probably, who I'm supporting #SemST",Hillary Clinton,NONE,semeval,politics
"Didn't realize Bob Dole was mentioned in Tupac's ""How do u want it"" #YesterdaysLeaders #SemST",Hillary Clinton,NONE,semeval,politics
I will be there when your little tree has run out of smell. #ThatChampion #SemST,Hillary Clinton,NONE,semeval,politics
"@ReformedBroker ""to da honies gittin money playing #bleep words like dummies"" #POPPA #SemST",Hillary Clinton,NONE,semeval,politics
Forgive #CherylRios of her stupid comments about women being president. She will blame it on that time of the month anyways. #SemST,Hillary Clinton,NONE,semeval,politics
.@EthanObama I know - it's just going to be a long year! #SemST,Hillary Clinton,NONE,semeval,politics
@lajouetreine @KarrattiPaul I'm not a Genitalian #SemST,Hillary Clinton,NONE,semeval,politics
I just want my dog to stop eating the trash #SemST,Hillary Clinton,NONE,semeval,politics
I want to go back in time to when men and women couldn't appear in the same yearbook as each other #old school #SemST,Hillary Clinton,NONE,semeval,politics
"Apparently, putting cocaine in someone's butthole and then waiting for them to fart in your face is the wrong way to get high. #SemST",Hillary Clinton,NONE,semeval,politics
"@Bluesaloon Women are not a demographic, we are at least 50% of the nation. So a woman is no more symbolic than a man #SemST",Hillary Clinton,NONE,semeval,politics
@ProBirdRights: I do a stump speech. It on the stump in the park. attendance mandatory. #SemST,Hillary Clinton,NONE,semeval,politics
@JSavoly @tedcruz Here ya go teddy boy..the world is getting HOTTER!! It's called GLOBAL WARMING!! You're such a PUTZ!! #SemST,Hillary Clinton,NONE,semeval,politics
@JusticeWillett at least he has a platform #SemST,Hillary Clinton,NONE,semeval,politics
"@senna1 @KirillWasHere how many men are getting their dicks sucked daily in congress, etc and no one gives a shit... #SemST",Hillary Clinton,NONE,semeval,politics
Ding Dong ____ _____ __ ____ #SemST,Hillary Clinton,NONE,semeval,politics
RT @MaxTollensJr: One-percenter lied about being #DeadBroke No more lies. NO to #SemST,Hillary Clinton,NONE,semeval,politics
Much like you good people I forgot about my #livetweetingbladerunner a couple weeks ago #callback #potroast #cartography #blue #SemST,Hillary Clinton,NONE,semeval,politics
"@bristola48 @AlciniaH @Mahogany1992 @stphil @MzDivah67 @Progress4Ohio @graceslick77 @AuntLulie @deejayedee He cool, but NO #SemST",Hillary Clinton,NONE,semeval,politics
I'm going to apply for the Intern job #SemST,Hillary Clinton,NONE,semeval,politics
@TX_1 @politicalmath Then you know how slippery snakes slither over shards of glass! #SemST,Hillary Clinton,NONE,semeval,politics
"Gov. Chafee, why are you trying to make fetch happen. It's not going to happen. #SemST",Hillary Clinton,NONE,semeval,politics
#everydaysexism Only > @ATikSalt < may say what sexism is. The rest of y'all shut up. #SemST,Hillary Clinton,NONE,semeval,politics
Go watch America: Imagine A World Without Her. It'll make you realize how lucky we are to live in the best country on Earth #SemST,Hillary Clinton,NONE,semeval,politics
.@CaptYonah @thehill Fine; unethical or illegal quid pro quo uranium deal works for me. #SemST,Hillary Clinton,NONE,semeval,politics
@LifeNewsHQ tolerance at its best! Do as I say not as I do #SemST,Hillary Clinton,NONE,semeval,politics
"@Chris_1791 @TruthRevolt That doesn't leave much to talk about, then, does it? #SemST",Hillary Clinton,NONE,semeval,politics
"In case of Emergency, Push THIS BUTTON to scrub server..... #SemST",Hillary Clinton,NONE,semeval,politics
@BarackObama #Love_peace and peaceful coexistence of all no to violence and #terrorism #SemST,Hillary Clinton,NONE,semeval,politics
I'm 19 years old and care about politics and elections.... I feel like I'm 67 years old #SemST,Hillary Clinton,NONE,semeval,politics
Hey #TexasState #Bobcats I hope y'all are ready for #MarcoRubio #2016 #TexasStateUniversity #NewAmericanCentury #Texas #TCOT #SemST,Hillary Clinton,NONE,semeval,politics
Join the Twitter movement! RT or fav for a mention or follow back! #SemST,Hillary Clinton,NONE,semeval,politics
"Wow RT ""@greta Baltimore Orioles to play tomorrow but no public allowed"" #BaltimoreRiots #FreddieGray #ThanksObama #WakeUpAmerica #SemST",Hillary Clinton,NONE,semeval,politics
"THEYRE NOT ""THUGS"" YOU #TEAPARTY RACISTS THEY ARE ""COMMUNITY REORGANIZERS"" !! #TCOT #baltimoreriots #SemST",Hillary Clinton,NONE,semeval,politics
"Also, I finally moved to @FDCITY today! Will be much easier to get around going forward! #moving #SemST",Hillary Clinton,NONE,semeval,politics
How many poor kids could $2.5 billion feed? #SemST,Hillary Clinton,NONE,semeval,politics
Too far @realDonaldTrump. That's just too fucking far. #BaltimoreUprising #Obama #SemST,Hillary Clinton,NONE,semeval,politics
@Slate This is why Rand Paul will never be POTUS. #BaltimoreUprising #SemST,Hillary Clinton,NONE,semeval,politics
YES! Community policing is answer to rebuilding trust in our communities between law enforcement and the people they serve. #SemST,Hillary Clinton,NONE,semeval,politics
"A body-cam on every cop, private servers for Cabinet Secretaries. #SemST",Hillary Clinton,NONE,semeval,politics
RT @FutureTXLeader: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New... #SemST,Hillary Clinton,NONE,semeval,politics
I can vote in 2016 after all ayyyyyyyyyy #SemST,Hillary Clinton,NONE,semeval,politics
I'm still so happy my voter ID came in the mail #SemST,Hillary Clinton,NONE,semeval,politics
Great convo last night w/ @schoolbus_soul & @zaksteib Great connections in #Waverly & on my #turf! #FellowsIA #CommitToCaucus #SemST,Hillary Clinton,NONE,semeval,politics
@marymorientes Love it. It happens in my world too! #SemST,Hillary Clinton,NONE,semeval,politics
@Froquesha u get me that book yea? #SemST,Hillary Clinton,NONE,semeval,politics
"We're out here in G-town, and where are you #sctweets #SemST",Hillary Clinton,NONE,semeval,politics
RT @spanglishpop: Thanks @GOP keep sending in the clowns! It makes this upcoming election very entertaining #latinos2016 #Rock... #SemST,Hillary Clinton,NONE,semeval,politics
#ThingsYouDontSayAsAPolitician I don't feel no ways tired. Go to the back of the line. What difference does it make? #SemST,Hillary Clinton,NONE,semeval,politics
"@Temp15544 @icedecay @BrooklynJuggler @classic_mouth In this context, to all practical extents and purposes? It means #SemST",Hillary Clinton,NONE,semeval,politics
"In high school, decided to be the first woman president in 2016, but I never got into politics & don't have Trump's money. #SemST",Hillary Clinton,NONE,semeval,politics
Thanks @izzybugatti for participating! WE are lucky to have YOU here in Iowa. #FellowsIA #SemST,Hillary Clinton,NONE,semeval,politics
"@jilevin @strumpetcity Yes. You make me proud. Socialism is the answer, which leads to communism. We will succeed. #SemST",Hillary Clinton,NONE,semeval,politics
"@GOP Obamacare stays and the Confederate flag goes. You guys have had quite the shitty week, haven't you? #SemST",Hillary Clinton,NONE,semeval,politics
Come visit me at the Jefferson County Fair! Representative Curt Hanson will tell a joke and I'll tell a story about why vote #SemST,Hillary Clinton,NONE,semeval,politics
Excited to be working with some great #FellowsSC this summer. They're some pretty great people that are fired up for #LetsGo #SemST,Hillary Clinton,NONE,semeval,politics
Federal gov't social spending 61% of budget. Federal gov't defense spending 22% of budget. Something is definitely wrong here. #SemST,Hillary Clinton,NONE,semeval,politics
@washingtonpost sir sory mae bi bharat mool ka hu par my hart is for democraet and #SemST,Hillary Clinton,NONE,semeval,politics
"This Friday is, officially, Political Incorrectness day! All day say whatever you want and offend everyone! Yay! #tcot #2A #PC #SemST",Hillary Clinton,NONE,semeval,politics
Y did #randpaul take donations from a #WhiteSupremacy group after shaking hands with black leaders? #BlackLivesMatter #gop #SemST,Hillary Clinton,NONE,semeval,politics
"I'm in a better place now that I got some coffee, now time to grow these grassroots #sctweets #SemST",Hillary Clinton,NONE,semeval,politics
"@GideonHenry First SCOTUS reaffirms Obamacare, then it legalize gay marriage. Your world is crumbling! #SemST",Hillary Clinton,NONE,semeval,politics
What a huge win for America! Today is absolutely historic. #EqualityWins #SCOTUSMarriage #SemST,Hillary Clinton,NONE,semeval,politics
My sexy daddy Obama had two wins this week. Happy for him & democrats #SemST,Hillary Clinton,NONE,semeval,politics
"#Obama is riding high!! #ObamaCare #LoveWins #Republicans tearing out their hair, whatever is left of it ..Next is #SCOTUS #SemST",Hillary Clinton,NONE,semeval,politics
@pamnsc @TRPhrophet @RamblingMother Thank you for RTs!!! #WakeUpAmerica #dumpboehner #ditchmitch #SemST,Hillary Clinton,NONE,semeval,politics
Very excited to hear Sen. Klobuchar speak today! #SemST,Hillary Clinton,NONE,semeval,politics
My liberty depends on you being free too. President Obama #SemST,Hillary Clinton,NONE,semeval,politics
@NRO Does @johnpodesta have any grasp on reality? I need more than 140 characters to address someone as naive as this man. #SemST,Hillary Clinton,NONE,semeval,politics
@JewboyDonny oh I know he won't he effed himself over in the beginning #SemST,Hillary Clinton,NONE,semeval,politics
"I called everyone I knew and raised $17,000 from ex-boyfriends - Sen. Klobuchar #SemST",Hillary Clinton,NONE,semeval,politics
"#WonderWoman movie, #TheMuppets TV show, #StarWarsVII, #MarriageEquaility #Obama. I guess I can leave social media now. Oh wait #SemST",Hillary Clinton,NONE,semeval,politics
@politico Remember when millions of GWBush's emails went missing or deleted re Iraq War and nobody had a hearing? Yawn! #SemST,Hillary Clinton,NONE,semeval,politics
@thegirlwithfood though. But there are people saying they just aren't going to vote at all which is ridiculous so #SemST,Hillary Clinton,NONE,semeval,politics
RT @ZerlinaMaxwell: Huge cheer for universal child care and early childhood education. #SemST,Hillary Clinton,NONE,semeval,politics
@tedcruz @IamTheWindowMan GET OUT OF MY STATE YOU BUM! #UniteBlue #SemST,Hillary Clinton,NONE,semeval,politics
Whatever is the GOP going to do now with both marriage equality and the ACA? Going to be fun to watch! #SemST,Hillary Clinton,NONE,semeval,politics
@occupycorruptDC she ain't no ways tired of being a dumbass #SemST,Hillary Clinton,NONE,semeval,politics
"Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap #SemST",Hillary Clinton,NONE,semeval,politics
Let's shatter the glass ceiling! - @GerryConnolly #VAdems #SemST,Hillary Clinton,NONE,semeval,politics
@JerseyKidPicks thank you sir. It's an honor to hear it. USA for life. Spread this for me. #RememberBenghazi2016 #SemST,Hillary Clinton,NONE,semeval,politics
I think I'll take @JebBush over @BobbyJindal now.. and that is scary to say. #badchristianvalues #SemST,Hillary Clinton,NONE,semeval,politics
@kimkennedy4 thats why they still have no voting rights. #SemST,Hillary Clinton,NONE,semeval,politics
@LaneLewis Thanks for the follow! #TheHRCSuperVols for #SemST,Hillary Clinton,NONE,semeval,politics
"Sen. Kaine (D-VA) on #SCOTUSMarriage: ""What a great victory! #SemST",Hillary Clinton,NONE,semeval,politics
"I am having a really tough time seeing any leaders running for POTUS, quess I will have to wait and see what happens. #SemST",Hillary Clinton,NONE,semeval,politics
"@Jeanelynn Thank you so much for the follow and the FAV, Jeane!!! Gods' best to you! #WakeUpAmerica #SemST",Hillary Clinton,NONE,semeval,politics
"You cant fix stupid, might not be able to vote them out either. #SemST",Hillary Clinton,NONE,semeval,politics
If I get killed. Thank @realDonaldTrump . I was tweeting mad crap about him. I don't take it back. #SemST,Hillary Clinton,NONE,semeval,politics
Amazing turnout @TheCenterLV . Emotional crowd. RT if agree love wins. #FellowsNV #SemST,Hillary Clinton,NONE,semeval,politics
"@megynkelly anytime a liberal throws around words like ""truth is"" or ""reality is"" you know they're about to LIE! #SemST",Hillary Clinton,NONE,semeval,politics
@BuffaloBill71 @AramisFraino @pamnsc Thank you so much for FAVs and RTs!!! #WakeUpAmerica #SemST,Hillary Clinton,NONE,semeval,politics
@therealjenappel IM HIGH ON HASHTAGS RIGHT NOW I CANT HELP MYSELF #mypresident #SemST,Hillary Clinton,NONE,semeval,politics
SLOWLY SLOWLY THE DEBT CRISIS WILL IMPLODE NATIONS CURRENCY #AmericaDeadBrokeSAVE THE DOLLAR NOW #SemST,Hillary Clinton,NONE,semeval,politics
#AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the U.S. dollar as the world's new global currency. #SemST,Hillary Clinton,NONE,semeval,politics
@JebBush you are set to lose if ur campaign is based on critics instead of proposing #bushfail #SemST,Hillary Clinton,NONE,semeval,politics
I always joke about anything political bc if I were serious I'd end up offending people and not realize it. #SemST,Hillary Clinton,NONE,semeval,politics
@dedicated_to_it i think the main problem is having your foot in your mouth in the first place. #SemST,Hillary Clinton,NONE,semeval,politics
I am just full of myself tonight #tofunny #funny #funnier #hilarious #HilaryDuff #QuotesOfTheDay #quotestoliveby #quotes #SemST,Hillary Clinton,NONE,semeval,politics
WHO'S READY FOR A DAY OF ACTION?! I know I am! #FellowsSC #SemST,Hillary Clinton,NONE,semeval,politics
@DRUDGE_REPORT We haven't even had the elections yet. #SemST,Hillary Clinton,NONE,semeval,politics
Fox News predicting 3 way marriage-gee we have the Mormons for that! #morningjoe #unitedblue #SemST,Hillary Clinton,NONE,semeval,politics
@debaterlife took me a minute to realize where this came from #SemST,Hillary Clinton,NONE,semeval,politics
@gerfingerpoken @jjauthor one can only hope #SemST,Hillary Clinton,NONE,semeval,politics
@ReCorwin She didn't even answer with a complete sentence LOL. #Legend #SemST,Hillary Clinton,NONE,semeval,politics
"Gay marriage is a minor setback for Fox News. Tune in for a full collapse on November 8, 2016. Lots of tears and broken hearts. #SemST",Hillary Clinton,NONE,semeval,politics
@GREG61032 @CarmineZozzora @Ash_Bell__ perfect definition of JIBBERISH #UniteBlue #SemST,Hillary Clinton,NONE,semeval,politics
@nytimes this will cost them the 2016 election. #SemST,Hillary Clinton,NONE,semeval,politics
"@koolkat14215 Haha, I LOVE your header! #SemST",Hillary Clinton,NONE,semeval,politics
@larryelder The more Republicans talk about social policy the better....for #SemST,Hillary Clinton,NONE,semeval,politics
@LibtardLimbaugh @Mex38Tex @NRO Thanks so much for this article! #SemST,Hillary Clinton,NONE,semeval,politics
@JebBush Here are my thoughts on the ruling: keep your archaic non-science based beliefs out of the laws of our secular nation #SemST,Hillary Clinton,NONE,semeval,politics
Apple and Walmart = MADE IN CHINA Why does our country continue to sell us out to China in every way possible? #AppleMusic #SemST,Hillary Clinton,NONE,semeval,politics
@ghostseven77 WE HAVE A TROLL ! #morningjoe #unitedblue #SemST,Hillary Clinton,NONE,semeval,politics
"@CidEloisa @DiggingLamb Thank you so much for RTs and FAVs, Eloisa and Thomas!!! #WakeUpAmerica #SemST",Hillary Clinton,NONE,semeval,politics
@dhz26 I love a good sale. Money well spent. 2 birds with 1stone. #LoveWins #SemST,Hillary Clinton,NONE,semeval,politics
@WNTonight i love bernie because he ain't #SemST,Hillary Clinton,NONE,semeval,politics
2016 is going to be a great year. Rush Limbaugh's contract is over and he will be dropped by so many. Liberal victory #stoprush #SemST,Hillary Clinton,NONE,semeval,politics
@awj9009 not at all I think the statute of limitations has expired plus I can always have a driver ala #SemST,Hillary Clinton,NONE,semeval,politics
"Never vote for @RickSantorum ""for the survival of our country"" #LoveWins #SemST",Hillary Clinton,NONE,semeval,politics
@voxdotcom #wgn #WGNTV - now mentions ROMNEY? #Hillary CARE = ROMNEY CARE = #Obamacare -- now PUBLIC OPTION for ALL #SemST,Hillary Clinton,NONE,semeval,politics
@BDabs888 let's go shoot your now today. #SemST,Hillary Clinton,NONE,semeval,politics
@realDonaldTrump @MalachiNorris lol!!!! That is one of the funniest things I've heard in a while!!!! #SemST,Hillary Clinton,NONE,semeval,politics
Remember back when #CrackerBarrel gave in 2 #PoliticalCorrectness over #DuckDynasty ? #Wakeup #NASCAR b4 it's to late #tcot #SemST,Hillary Clinton,NONE,semeval,politics
"Last week = Life (Obamacare, gay marriage) Today = Death (air pollution, lethal injection) Elections matter, y'all. #SCOTUS #SemST",Hillary Clinton,NONE,semeval,politics
Is there a Govt restart button? Someone needs to push that thing. #RememberBenghazi2016 #PatriotsWillRise #SemST,Hillary Clinton,NONE,semeval,politics
"Bad punning gets worse, not better, over time. Remember that, America #SemST",Hillary Clinton,NONE,semeval,politics
@AndreaTantaros @3coffeesplez WTF? This just keeps getting crazier! #SemST,Hillary Clinton,NONE,semeval,politics
#CPC thinks they can run antisocial personal attack advertising on #socialmedia! LOL! #cdnpoli #StopHarper #FeelTheBern #fnpoli #SemST,Hillary Clinton,NONE,semeval,politics
@CBSThisMorning Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump #Trump #SemST,Hillary Clinton,NONE,semeval,politics
Exciting to hear more about our Fellows all across the country on tonight's call. Special shout-out to the #FellowsIA. #SemST,Hillary Clinton,NONE,semeval,politics
@Shy_Buffy welcome little sister! Love you! #SemST,Hillary Clinton,NONE,semeval,politics
"@FrankCraig: @skzdalimit if you're the best your side has to offer, we have nothing to worry about, slick. #SemST",Hillary Clinton,NONE,semeval,politics
"@RAM0018 @joanwalsh @Salon @BreeNewsome @chrislhayes Without the blacks and minority voters? NO, Won't happen! #SemST",Hillary Clinton,NONE,semeval,politics
@foxnewspolitics NOT EVEN A LITTLE BIT!!! #Nobama #WeMissYouGipper #SemST,Hillary Clinton,NONE,semeval,politics
2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think. Obama built that. #SemST,Hillary Clinton,NONE,semeval,politics
"So we're to believe that ""Santa"" is a hairstylist? Um... okay. You often need code for that. #Lies #SemST",Hillary Clinton,NONE,semeval,politics
@oreillyfactor Who gives a rate ass what a Old Queen has to say about Clarence Thomas? #SemST,Hillary Clinton,NONE,semeval,politics
@Ered604 welcome 2 Twitter~PROUD to be #UNITEBLUE~ #WarOnWomen #worldpeace #tngov #TN #socialjustice #AllLivesMatter #unity #SemST,Hillary Clinton,NONE,semeval,politics
"@kryptickaos_ I would have to agree, but I would be surprised if he gets the nom. Jeb bush has the money, and he's a moderate. #SemST",Hillary Clinton,NONE,semeval,politics
"#SOCIALMEDIA is NOT for #sociopaths & #psychopaths. If you insult people u don't know, you are the above. Resign. #feelthebern #SemST",Hillary Clinton,NONE,semeval,politics
Just laid down the law on abortion in my bioethics class. #Catholic,Legalization of Abortion,AGAINST,semeval,government
"If you don't want your kid, put it up for adoption. #sorrynotsorry",Legalization of Abortion,AGAINST,semeval,government
"@RedAlert -there should be a ""stigma"" to butchering pre-born children - its a horrendous crime against humanity. #murder",Legalization of Abortion,AGAINST,semeval,government
It is not progressive to try to resolve problems by eliminating a human life. - #PopeFrancis,Legalization of Abortion,AGAINST,semeval,government
"RT @TheKeyisPrayer: ""No law can give me the right to do what is wrong."" -Abraham Lincoln",Legalization of Abortion,AGAINST,semeval,government
we remind ourselves that love means to be willing to give until it hurts - Mother Teresa,Legalization of Abortion,AGAINST,semeval,government
True progressives work toward greater inclusion and protections for the marginalized. Standing up for the unborn is progressive!,Legalization of Abortion,AGAINST,semeval,government
MT @ProLifePolitics- Senate vote on SC Pain-Capable Unborn Child Protection Act could come as early as Wed. Contact your senators!,Legalization of Abortion,AGAINST,semeval,government
"@explicit0ceans whoa whoa whoa. I don't care about you having sex, but when you're pregnant, there's another life involved.",Legalization of Abortion,AGAINST,semeval,government
It is so much fun having younger friends who are expecting babies. #beentheredonethat #chooselife,Legalization of Abortion,AGAINST,semeval,government
"I was born 4 months premature... I'm perfectly fine, somehow killing babies is legal in this country.",Legalization of Abortion,AGAINST,semeval,government
You can't kill someone cause you claim you made a mistake. If true nobody would go to jail for killing their spouse.,Legalization of Abortion,AGAINST,semeval,government
Let's agree that it's not ok to kill a 7lbs baby in the uterus @DWStweets #DNC #Clinton2016 @HillaryforIA #ProCompromise #SemST,Legalization of Abortion,AGAINST,semeval,government
"RT @createdequalorg: NEW video: ""I'm not seeing it as a human being."" @StandTrue @liveaction_news @collegefix @LifeSite #prolife... #SemST",Legalization of Abortion,AGAINST,semeval,government
"RT @createdequalorg: ""We're all human, aren't we? Every human life is worth the same, and worth saving."" -J.K. Rowling #... #SemST",Legalization of Abortion,AGAINST,semeval,government
